BusinessAddress,BusinessName,BusinessPhone,BusinessStartDate,BusinessType,BusinessLicenseNumber,City,OwnerName,State,StreetDirection,StreetName,StreetNumber,StreetSuffix,Suite,Zip,LocationX,LocationY,Latitude,Longitude,Location
2116 SHORT ST,,504-756-9917,2021-01-01,Coffee and Tea Manufacturing,105055247,NEW ORLEANS,BARSSONS LLC,LA,,SHORT,2116,ST,,70118-4219,3664504.7,530548.52,29.953329503506694,-90.12176803079146,POINT (-90.12176803079146 29.953329503506694)
601 POYDRAS ST,SMOOTHIE KING #1530,1-214-935-9651,2017-10-23,Snack & Nonalcoholic Beverage Bars,105028694,NEW ORLEANS,SMOOTHIE KING CO,LA,,POYDRAS,601,ST,D,70130-6071,3680938.02,529396.81,29.949674677976493,-90.06991877299376,POINT (-90.06991877299376 29.949674677976493)
1200 N PETERS ST,RONMAR LIM,(504) 920-6827,2024-09-04,Flea Market,106024603,NEW ORLEANS,RONMAR LIM,LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
303 S BROAD ST,EN MASSE MEDIA,504-475-3736,2018-01-12,Graphic Design Services,105029470,NEW ORLEANS,"EN MASSE MEDIA,LLC",LA,S,BROAD,303,ST,,70119-6415,3674775.56,534473.53,29.963819357424292,-90.0892024479091,POINT (-90.0892024479091 29.963819357424292)
525 ST CHARLES AVE 330,LANDMARK CONSULTING,504-524-8880,2011-04-29,"Professional, Scientific & Technical Services, All Other",102835221,NEW ORLEANS,"LANDMARK CONSULTING, LLC",LA,,ST CHARLES,525,AVE,,70112,0.0,0.0,0,0,POINT (0 0)
925 N ROBERTSON ST,LUCKY COIN MACHINE CO,504-815-3232,2023-01-01,Video Draw Poker Devices,105067000,NEW ORLEANS,"LUCKY COIN MACHINE CO, LLC",LA,N,ROBERTSON,925,ST,,70116-2925,3680564.94,535167.07,29.96555224193093,-90.07089602331104,POINT (-90.07089602331104 29.96555224193093)
1620 DUMAINE ST,FRANKLY BEAUTIFUL MEDICAL SPA,(504) 273-8285,2024-09-17,"Personal Care Services, Other",106025471,NEW ORLEANS,"FRANKLY BEAUTIFUL MEDICAL SPA,",LA,,DUMAINE,1620,ST,,70116-2919,3680371.1,535010.81,29.965128451235437,-90.07151359579572,POINT (-90.07151359579572 29.965128451235437)
2818 N RAMPART ST,"RIDGEWALKER ENTERPRISES, LLC",504-957-8075,2004-04-23,Special Events-Other (Vendor),102475852,NEW ORLEANS,TERI WALKER,LA,N,RAMPART,2818,ST,,70117-7218,3687753.02,535811.2,29.967103657662058,-90.04817361227222,POINT (-90.04817361227222 29.967103657662058)
8011 PANOLA ST,,504-321-1608,2023-01-01,Women's Clothing Stores,105064788,NEW ORLEANS,IDENTICAL ROOMMATES LLC,LA,,PANOLA,8011,ST,,70118-4246,3664378.03,530505.31,29.953214372195347,-90.12216944428818,POINT (-90.12216944428818 29.953214372195347)
628 N RAMPART ST,,(404) 788-0759,2025-01-08,Limited Service Restaurants(no table service available),106023104,NEW ORLEANS,PERK COFFEE & COMMUNITY LLC,LA,N,RAMPART,628,ST,,70112-3506,3681331.27,533200.1,29.960120508817756,-90.06854455107003,POINT (-90.06854455107003 29.960120508817756)
5915 SPAIN ST,,504-223-5446,2018-05-03,Special Events-Other (Vendor),105032276,NEW ORLEANS,LUKE'S FIRE PIT,LA,,SPAIN,5915,ST,,70122-5409,3684735.28,554842.71,30.01952623706772,-90.05703419606564,POINT (-90.05703419606564 30.01952623706772)
2905 GENERAL PERSHING ST,TRACEY'S TASTY CATERING,504-251-7055,2012-01-30,Caterers,102872380,NEW ORLEANS,"TRACEY'S TASTY CATERING CO, LL",LA,,GENERAL PERSHING,2905,ST,,70115-6845,3670841.59,525554.91,29.93941294864496,-90.10192824919217,POINT (-90.10192824919217 29.93941294864496)
9850 LAKE FOREST BLVD,HEALTH CARE CENTER,504-276-2060,2011-09-15,"Offices of Health Practitioners, All Other Miscellaneous",102877519,NEW ORLEANS,F AND C MANAGEMENT GROUP,LA,,LAKE FOREST,9850,BLVD,B,70127-2607,3710217.25,559113.7,30.030464733410685,-89.97636061728761,POINT (-89.97636061728761 30.030464733410685)
837 GRAVIER ST,,(504) 473-6554,2025-04-10,Special Events-Other (Vendor),106030878,NEW ORLEANS,UTOPIA SCENTS,LA,,GRAVIER,837,ST,604,70112-1511,3680239.61,530405.21,29.952468594764852,-90.07208892441052,POINT (-90.07208892441052 29.952468594764852)
37 N. ORANGE AVE.,THE BIG SCOOP,(415) 424-3712,2025-03-21,Special Events-Other (Vendor),106052732,ORLANDO,"CARTVALE, LLC",FL,N.,ORANGE,37,AVE.,700C,32801-0000,0.0,0.0,0,0,POINT (0 0)
141 ALLEN TOUSSAINT BLVD,LOCAL BOYZ SEASONINGS~SPECIAL EVENTS,(504) 228-6518,2025-04-04,Special Events-Other (Vendor),106040081,NEW ORLEANS,"LOCAL BOYZ SEASONINGS, LLC",LA,,ALLEN TOUSSAINT,141,BLVD,346,70124-2534,3667515.28,554989.39,30.020445709559034,-90.11143891505081,POINT (-90.11143891505081 30.020445709559034)
2036 IBERVILLE ST,2036-38 IBERVILLE,504-324-7157,2017-12-04,Hotels(except Casino Hotels) & Motels,105028800,NEW ORLEANS,"2036-38 IBERVILLE,LLC",LA,,IBERVILLE,2036,ST,,70112-3333,3677509.85,533925.45,29.962230406791083,-90.08058674271555,POINT (-90.08058674271555 29.962230406791083)
2136 ANNETTE STREET,CLOUD BRINE CREATIVE,(630) 398-2271,2025-04-23,"Advertising, Other Services Related to",106004206,NEW ORLEANS,"CLOUD BRINE CREATIVE, LLC",LA,,ANNETTE,2136,STREET,,70119-0000,3682781.31,540136.79,29.979149918746906,-90.06372293342261,POINT (-90.06372293342261 29.979149918746906)
1200 N PETERS ST,HEIDI DIEKELMAN,,2002-03-06,Flea Market,102354885,NEW ORLEANS,"DIEKELMAN,HEIDI",LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
115 REMINGTON CIR,WAYNE WERNER,(410) 303-7177,2025-05-01,Special Events-Other (Vendor),106054673,HAVRE DE GRACE,WAYNE WERNER,MD,,REMINGTON,115,CIR,,21078-4233,0.0,0.0,0,0,POINT (0 0)
615 E EMMA ST,SANDOVALSTUDIOS~SPECIAL EVENT,(817) 271-0849,2025-01-12,Special Events-Other (Vendor),106048619,LAFAYETTE,LISA SANDOVAL,CO,E,EMMA,615,ST,,80026-2232,0.0,0.0,0,0,POINT (0 0)
2855 DANNEEL ST,"UPTOWN LAUNDROMAT, LLC",(504) 410-1248,2024-10-01,Coin-Operated Laundries & Drycleaners,106048326,NEW ORLEANS,UPTOWN LAUNDROMAT LLC,LA,,DANNEEL,2855,ST,,70115-5107,3674736.52,523512.5,29.933681317820664,-90.08970141264415,POINT (-90.08970141264415 29.933681317820664)
643 MAGAZINE ST,RECEIVABLE RECOVERY SERVICES,(504) 837-0116,2025-03-01,Collection Agencies,106057382,NEW ORLEANS,"RECEIVABLE RECOVERY SERVICES,",LA,,MAGAZINE,643,ST,300B,70130-3433,3681282.14,528427.91,29.94700009115947,-90.06886598978812,POINT (-90.06886598978812 29.94700009115947)
1200 N PETERS ST,PARADISE GARDEN,504-338-5085,1990-10-01,Flea Market,101463915,NEW ORLEANS,"MENARD, JENNIFER",LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
2915 PERDIDO ST,THE FIRST 72,504-782-3616,2018-12-20,Office Administration Services,105037183,NEW ORLEANS,RISINGFOUNDATIONS,LA,,PERDIDO,2915,ST,,70119-7337,3672823.98,533430.15,29.961008532169185,-90.09540095772884,POINT (-90.09540095772884 29.961008532169185)
718 URSULINES AVE C,SEASIDE FANS,504-941-0360,2020-01-01,Home Based-Office Use Only,105045439,NEW ORLEANS,TERRY WITTMER,LA,,URSULINES,718,AVE,,70116,0.0,0.0,0,0,POINT (0 0)
1200 N PETERS ST,,985-882-7203,2012-01-17,Flea Market,102869991,NEW ORLEANS,ROBERT J. LARSON,LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
7040 READ BLVD,,585-704-1136,2022-01-01,"Cosmetics, Beauty Supplies & Perfume Stores",105062286,NEW ORLEANS,HAIR KINGDOM BEAUTY LLC,LA,,READ,7040,BLVD,,70127-2222,3709535.72,562177.93,30.03891232609058,-89.9783997416196,POINT (-89.9783997416196 30.03891232609058)
1301 GIROD ST,,504-561-0575,2020-01-01,Parking Lots & Garages,105050801,NEW ORLEANS,POYDRAS PARKING COMPANY LLC,LA,,GIROD,1301,ST,,70113-3145,3678506.15,529114.02,29.94897060554366,-90.07760708174767,POINT (-90.07760708174767 29.94897060554366)
9301 CHEF MENTEUR HWY,,504-242-2636,2015-06-19,Services for Elderly & Disabled Persons,105005560,NEW ORLEANS,"RAI MINISTRIES, INC",LA,,CHEF MENTEUR,9301,HWY,,70127-4137,3709265.85,553943.06,30.016278441557354,-89.97956006890742,POINT (-89.97956006890742 30.016278441557354)
4324 DOWNMAN RD,,(504) 510-5764,2025-01-09,Convenience Stores,106053116,NEW ORLEANS,LA CENTROAMERICANA LLC,LA,,DOWNMAN,4324,RD,C,70126-3758,3695955.25,552985.81,30.014072055563755,-90.02165017122714,POINT (-90.02165017122714 30.014072055563755)
1200 N PETERS ST,BUNTY PIKINE,(504) 595-0179,2025-06-11,Flea Market,106031796,NEW ORLEANS,NDIAYE HARRELL,LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
181 MACKEY DR,DCZ DESIGNS,601.421.0808,2022-03-11,Special Events-Other (Vendor),105058296,MADISON,MAREK DLOUHY,MS,,MACKEY,181,DR,,39110-8917,0.0,0.0,0,0,POINT (0 0)
2303 ALMONASTER AVE,4 WHEELS DRIVING SCHOOL,,2016-02-11,Automobile Driving Schools,105011987,NEW ORLEANS,4 WHEELS DRIVING SCHOOL LLC,LA,,ALMONASTER,2303,AVE,,70117-7401,3688323.45,541010.11,29.98138122495512,-90.04618776655802,POINT (-90.04618776655802 29.98138122495512)
2137 CATON ST,,504-288-0048,2015-09-10,Women's Clothing Stores,105007783,NEW ORLEANS,SIMPLY 10,LA,,CATON,2137,ST,,70122-3851,3683625.49,547350.96,29.998960584610405,-90.06080364496513,POINT (-90.06080364496513 29.998960584610405)
701 WEBSTER ST,SHAWN M O'BRIEN DESIGNS,504-450-8491,1991-02-08,Interior Design Services,101492591,NEW ORLEANS,"O'BRIEN, SHAWN M",LA,,WEBSTER,701,ST,,70118-5845,3664063.88,519130.84,29.92194732492339,-90.1235406012846,POINT (-90.1235406012846 29.92194732492339)
8515 HONEYSUCKLE DR,DRAGONFLIGHT POTTERY,(713) 703-4728,2025-03-07,Special Events-Other (Vendor),106004712,COLLINSVILLE,KARL COMPTON,MS,,HONEYSUCKLE,8515,DR,,39325-9041,0.0,0.0,0,0,POINT (0 0)
8031 WAVE DR A,YNOBE PROPERTY MANG CO LLC,504-242-5847,2003-05-20,Home Based-Office Use Only,102424425,NEW ORLEANS,YNOBE PROPERTY MANG CO L,LA,,WAVE,8031,DR,,70128,0.0,0.0,0,0,POINT (0 0)
5130 TCHOUPITOULAS ST,HILL INTERNATIONAL,985-867-0155,2017-08-14,Administrative Management & General Management Consulting Services,105026234,NEW ORLEANS,"HILL INTERNATIONAL,INC",LA,,TCHOUPITOULAS,5130,ST,,70115-1810,3668036.84,517158.0,29.916406697010974,-90.1110660262747,POINT (-90.1110660262747 29.916406697010974)
47 ARROWWOOD CT,HELEN STUBBS,,2018-05-03,Special Events-Other (Vendor),105032436,DEPTFORD,CHRISCERRINES ACCESSORIES,NJ,,ARROWWOOD,47,CT,,08096-2950,0.0,0.0,0,0,POINT (0 0)
3225 CANAL ST,HOLI SERVICES,504-465-2004,2011-11-14,Employment Placement Agencies,102862821,NEW ORLEANS,"HOLI SERVICES, INC",LA,,CANAL,3225,ST,,70119-6203,3673752.37,536464.76,29.96932507690352,-90.09236548672601,POINT (-90.09236548672601 29.96932507690352)
5863 WEST END BLVD,FAMILY REALTY,504-427-7284,1998-07-24,Real Estate Agents and Brokers,102125142,NEW ORLEANS,GAZDA ROBERTA M,LA,WEST,END,5863,BLVD,,70124-1937,3666490.34,547026.3,29.998580001651217,-90.11494496682796,POINT (-90.11494496682796 29.998580001651217)
12055 CHEF MENTEUR HWY,CHEF MENTEUR-SO-24-01 LLC,(239) 204-4000,2025-01-06,Electric Bulk Power Transmission and Control,106055821,NEW ORLEANS,CHEF MENTEUR-SO-24-01 LLC,LA,,CHEF MENTEUR,12055,HWY,,70129-3218,3719941.26,557388.14,30.025399913688393,-89.94569904366386,POINT (-89.94569904366386 30.025399913688393)
701 DECATUR ST,HALLING JEAN M,(312) 617-7222,2025-03-13,Artist-Painting on Streets,106050900,NEW ORLEANS,HALLING JEAN M,LA,,DECATUR,701,ST,,70116-0000,3683203.66,532198.88,29.95731053424882,-90.06266701146087,POINT (-90.06266701146087 29.95731053424882)
619 FRENCHMEN ST,TENZIN DOLKER,(504) 325-3100,2024-12-04,Flea Market,106023565,NEW ORLEANS,TENZIN DOLKER,LA,,FRENCHMEN,619,ST,,70116-2001,3684753.74,534653.69,29.964013061652125,-90.05768603952325,POINT (-90.05768603952325 29.964013061652125)
1235 N PETERS ST,,504-287-8949,2023-10-07,Special Events-Other (Vendor),105067914,NEW ORLEANS,WONDERS OF PAPER,LA,N,PETERS,1235,ST,,70116-2630,3684664.52,533448.61,29.960702237530157,-90.0580101433903,POINT (-90.0580101433903 29.960702237530157)
13435 GRANVILLE ST,VIETNAMESE INTIATIVE IN ECONOMIC TRAINING,504-255-0400,2014-09-04,"Social Advocacy Organizations, Other",103022282,NEW ORLEANS,VIETNAMESE INITIATIVE IN ECONO,LA,,GRANVILLE,13435,ST,,70129-1210,3725484.02,562439.1,30.03910225371305,-89.92798924732365,POINT (-89.92798924732365 30.03910225371305)
1317 CANAL ST,AVIS RENT A CAR SYSTEM LLC,973-496-7249,1975-01-01,Passenger Car Rental,100625229,NEW ORLEANS,"AVIS BUDGET GROUP, INC",LA,,CANAL,1317,ST,,70112-2712,3679584.47,532029.23,29.95695391435836,-90.07410120392095,POINT (-90.07410120392095 29.95695391435836)
828 CANAL ST,STNDRD ATHLETIC CO.,504-529-3211,2019-01-01,Sporting Goods Stores,105038936,NEW ORLEANS,"SPORTS PLUS, LLC",LA,,CANAL,828,ST,,70112-2306,3680651.11,530962.61,29.953988795776855,-90.07077020256308,POINT (-90.07077020256308 29.953988795776855)
1305 HARING RD,ART BY JANE BREWSTER,504-455-2376,2005-12-01,Special Events-Other (Vendor),102523288,METAIRIE,BREWSTER JANE,LA,,HARING,1305,RD,,70001-3109,0.0,0.0,0,0,POINT (0 0)
307 CHARTRES ST,THE DOUBLE CLUB,(323) 872-3545,2025-02-10,Full Service Restaurants(table service available),106044540,NEW ORLEANS,DC BARECA LLC,LA,,CHARTRES,307,ST,,70130-2216,3681977.28,531160.14,29.954491689901104,-90.06657580662969,POINT (-90.06657580662969 29.954491689901104)
1140 REICHOLD RD,,228-896-4000,1998-02-13,Commercial and Institutional Building Construction,102094417,GULFPORT,ROY ANDERSON CORP,MS,,REICHOLD,1140,RD,,39502,0.0,0.0,0,0,POINT (0 0)
1039 BROADWAY ST,LUNCH SANDWICH SHOP,(917) 450-3763,2024-12-09,Limited Service Restaurants(no table service available),106040387,NEW ORLEANS,"LUNCH SANDWISH SHOP, LLC",LA,,BROADWAY,1039,ST,,70118-5272,3663983.01,526135.42,29.94121005513084,-90.12356243330562,POINT (-90.12356243330562 29.94121005513084)
2268 SAINT CLAUDE AVE,CRESCENT CITY VAPE,504-256-7323,2018-04-03,"Miscellaneous Store Retailers(except Tobacco), All Other",105031470,NEW ORLEANS,NAWLINS VAPE LLC,LA,,SAINT CLAUDE,2268,AVE,,70117-8439,3685652.85,536323.61,29.968577208825568,-90.05478789523127,POINT (-90.05478789523127 29.968577208825568)
1001 S BROAD ST SPC 107,BACKLINE WINE AND SPIRITS,(504) 606-2710,2024-09-01,Portfolio Management,106033553,NEW ORLEANS,"BACKLINE WINE AND SPIRITS, LLC",LA,S,BROAD,1001,ST,,70125-0000,3672570.15,531569.07,29.955898719566612,-90.09626595580995,POINT (-90.09626595580995 29.955898719566612)
2901 TULANE AVE,2901 BAR & LOUNGE,(504) 307-2186,2024-08-09,Full Service Restaurants(table service available),106017713,NEW ORLEANS,2901 BAR & LOUNGE LLC,LA,,TULANE,2901,AVE,,70119-7343,3673482.06,534234.43,29.96320046705541,-90.09329537411574,POINT (-90.09329537411574 29.96320046705541)
7701 DWYER RD,,,2019-01-01,Beauty Salons,105044754,NEW ORLEANS,SILK ME KIDS SALON AND SPA,LA,,DWYER,7701,RD,106,70126-4395,3703024.11,556078.5,30.02235137411955,-89.99920254373541,POINT (-89.99920254373541 30.02235137411955)
100 IBERVILLE ST,,847-222-9843,2014-10-28,Motion Picture & Video Production,103030153,NEW ORLEANS,PSAV PERESENTATION SERVICES,LA,,IBERVILLE,100,ST,,70130-1106,3682746.03,529908.78,29.95102748315624,-90.06419216289632,POINT (-90.06419216289632 29.95102748315624)
2504 KENTUCKY AVE,PROGRESSIVE ROOFING & HOME IMPROVEMENTS,(504) 400-0911,2025-04-03,Special Events-Other (Vendor),106013364,KENNER,PROGRESSIVE ROOFING & HOME IMP,LA,,KENTUCKY,2504,AVE,,70062-5642,0.0,0.0,0,0,POINT (0 0)
3029 ROYAL ST,,(858) 943-8463,2024-12-23,Bed & Breakfast Inns,106041977,NEW ORLEANS,THE REDEMPTORY ON ROYAL LLC,LA,,ROYAL,3029,ST,,70117-6740,3688305.38,534621.92,29.963816506121393,-90.04647144005858,POINT (-90.04647144005858 29.963816506121393)
4114 STARDUST LN,BUMBLE THE BEES,(405) 388-6984,2025-01-16,Special Events-Other (Vendor),106059601,TUTTLE,EDDIE PIT,OK,,STARDUST,4114,LN,,73089-4608,0.0,0.0,0,0,POINT (0 0)
3939 GENTILLY BLVD,,,1984-06-01,Limited Service Restaurants(no table service available),101221857,NEW ORLEANS,N O BAPTIST SEMINARY CAFE,LA,,GENTILLY,3939,BLVD,B,70126-4858,3689289.78,548974.35,30.00325013218331,-90.04285236221236,POINT (-90.04285236221236 30.00325013218331)
1558 N BROAD ST,"N2 HAIR BEAUTY SALON, LLC",504-945-2525,2007-01-02,Beauty Salons,102612540,NEW ORLEANS,DARRILYN M. & DARRYL M. RIBET,LA,N,BROAD,1558,ST,,70119-2356,3679045.81,539945.96,29.97873848157602,-90.07552771045188,POINT (-90.07552771045188 29.97873848157602)
432 JULIA ST,ARTHUR ROGER GALLERY,504-522-1999,1978-05-15,Art Dealers,101079431,NEW ORLEANS,"ROGER, ARTHUR",LA,,JULIA,432,ST,,70130-3671,3681396.63,527718.29,29.94504539966215,-90.06852923411034,POINT (-90.06852923411034 29.94504539966215)
3935 LOUISA STREET,GLASS HALF FULL,(504) 481-4672,2025-04-02,Special Events-Other (Vendor),106064596,NEW ORLEANS,GLASS HALF FULL,LA,,LOUISA,3935,STREET,,70126-0000,0.0,0.0,0,0,POINT (0 0)
7400 SHAW AVE,C M & M CONSTRUCTION,504-232-6256,2006-02-09,"Special Trade Contractors, All Other",102560680,NEW ORLEANS,CAROLYN  S. JOHNSON,LA,,SHAW,7400,AVE,,70127-1738,3707513.83,563581.83,30.042838077311934,-89.9847372086374,POINT (-89.9847372086374 30.042838077311934)
3329 BELL ST,,(504) 435-9552,2025-06-12,Educational Support Services,106054656,NEW ORLEANS,18TH WARD,LA,,BELL,3329,ST,,70119-3229,3675370.03,539772.4,29.978371686460658,-90.08714317914244,POINT (-90.08714317914244 29.978371686460658)
625 PIRATES ALY,BLOODSPORT ART,(504) 666-2515,2025-04-21,Artist-Painting on Streets,106016494,NEW ORLEANS,DYMOND WAPLESS,LA,,PIRATES,625,ALY,,70116-0000,0.0,0.0,0,0,POINT (0 0)
735 TOURO ST,BOHEME DE MARIGNY,504.218.8980,2011-10-27,Bed & Breakfast Inns,102860705,NEW ORLEANS,BOHEME DE MARIGNY LLC,LA,,TOURO,735,ST,,70116-1633,3684352.12,535084.92,29.965211083468454,-90.05893917146209,POINT (-90.05893917146209 29.965211083468454)
8206 OAK ST,GLUE,504-939-5865,2006-12-19,"Clothing Stores, Other",102611471,NEW ORLEANS,JEFFERY T NELSON,LA,,OAK,8206,ST,,70118-2042,3661627.06,528625.51,29.948125193837566,-90.13091815030079,POINT (-90.13091815030079 29.948125193837566)
2324 STANDER PL,DARRYL JORDAN,(504) 275-7544,2025-02-27,"Plumbing, Heating and Air-Conditioning Contractors",106010152,CHALMETTE,JORDAN HVAC,LA,,STANDER,2324,PL,,70043-4861,0.0,0.0,0,0,POINT (0 0)
500 CRYSTAL ST,,504-261-7143,2014-10-06,Engineering Services,103026636,NEW ORLEANS,"BATTURE, LLC",LA,,CRYSTAL,500,ST,,70124-2624,3668422.14,556200.64,30.02374959461422,-90.10853259441082,POINT (-90.10853259441082 30.02374959461422)
1615 POYDRAS ST 3RD FLR,FM SERVICES CO # 9034,504-582-4263,2003-12-01,Administrative Management & General Management Consulting Services,101263819,NEW ORLEANS,M. WALTER,LA,,POYDRAS,1615,ST,,70112,3677749.3,530481.71,29.952754080864402,-90.07994954934696,POINT (-90.07994954934696 29.952754080864402)
925 COMMON ST,FIERY CRAB~SPECIAL EVENT,(504) 931-1299,2025-03-29,Special Events-Other (Vendor),106053381,NEW ORLEANS,ANGELA WONG,LA,,COMMON,925,ST,,70112-2300,3680127.03,530963.03,29.954005818602848,-90.07242501843928,POINT (-90.07242501843928 29.954005818602848)
201 ST CHARLES AVE 4318,,,2015-03-26,Engineering Services,105004500,NEW ORLEANS,TLC ENGINEERING FOR ARCHITECTU,LA,,ST CHARLES,201,AVE,,70130,0.0,0.0,0,0,POINT (0 0)
1625 DELERY ST,QUALITY JANITORIAL SERVICE,504-348-1960,2006-04-11,Janitorial Services,102569229,NEW ORLEANS,QUALITY FLOOR PREPARATION SERV,LA,,DELERY,1625,ST,,70117-1209,3701292.2,534920.96,29.964231327236043,-90.00544965677692,POINT (-90.00544965677692 29.964231327236043)
400 N BROAD ST,SALSA OF NEW ORLEANS,(504) 912-7312,2024-10-24,Full Service Restaurants(table service available),106028631,NEW ORLEANS,"SALSA OF NEW ORLEANS, LLC",LA,N,BROAD,400,ST,,70119-5512,3676173.6,536041.32,29.96808843599513,-90.08473361946083,POINT (-90.08473361946083 29.96808843599513)
1100 N. PETERS,HOLY CREPES,(408) 529-1063,2025-01-15,Special Events-Other (Vendor),106032640,NEW ORLEANS,HOLY CREPES,LA,N.,PETERS STALL 23,1100,,,70116-0000,0.0,0.0,0,0,POINT (0 0)
534 SAINT LOUIS ST,BOULEVARD AMERICAN BISTRO,504-250-1786,2023-01-01,Full Service Restaurants(table service available),105063287,NEW ORLEANS,"RESTAURANT 534 ST LOUIS, LLC",LA,,SAINT LOUIS,534,ST,,70130-2118,3682450.52,531563.87,29.955587416097057,-90.06506739136285,POINT (-90.06506739136285 29.955587416097057)
201 ST CHARLES AVE 2500,,504-436-8000,2022-01-01,Tour Operators,105059550,NEW ORLEANS,RAGIN CAJUN SWAMP TOURS LLC,LA,,ST CHARLES,201,AVE,,70130,0.0,0.0,0,0,POINT (0 0)
625 PIRATES ALLY,CHRIS KOLODEY,(504) 439-5324,2025-06-03,Artist-Painting on Streets,106007173,NEW ORLEANS,CHRISTOPHER KOLODEY,LA,,PIRATES,625,ALLY,,70116-0000,0.0,0.0,0,0,POINT (0 0)
2725 TULANE AVE,DAMIEN FINANCIAL SERVICES,504 322 7008,2019-01-01,Office Administration Services,105037569,NEW ORLEANS,DAMIEN FINANCIAL SERVICES LLC,LA,,TULANE,2725,AVE,,70119-7339,3674115.09,533916.13,29.96230639663142,-90.09130723123934,POINT (-90.09130723123934 29.96230639663142)
4861 MAGAZINE ST,,(626) 766-8096,2025-03-20,"Personal Services, Other",106053958,NEW ORLEANS,JUAN MASSAGE LLC,LA,,MAGAZINE,4861,ST,,70115-1666,3669029.0,518619.97,29.920397515588995,-90.10788500769503,POINT (-90.10788500769503 29.920397515588995)
725 HOWARD AVE,NEW ORLEANS CULINARY AND HOSPITALITY INSTUTUTE,504-605-3699,2018-11-21,"Technical & Trade Schools, Other",105037121,NEW ORLEANS,NEW ORLEANS CULINARY HOSPITALI,LA,,HOWARD,725,AVE,101,70130-3919,3679861.19,527383.16,29.944170417443853,-90.07338872687832,POINT (-90.07338872687832 29.944170417443853)
2659 DESOTO ST,DESOTO PARK VETERINARY CLINIC,504-943-3558,2004-01-02,Veterinary Services,102472861,NEW ORLEANS,NICOLE LARROQUE,LA,,DESOTO,2659,ST,,70119-3008,3677904.0,539354.1,29.97714548495528,-90.07915443719924,POINT (-90.07915443719924 29.97714548495528)
701 DECATUR ST,NAMELESS ART,(504) 900-5572,2014-03-10,Artist-Painting on Streets,102994370,NEW ORLEANS,JAMIE L. CHIARELLO,LA,,DECATUR,701,ST,,70116-0000,3683203.66,532198.88,29.95731053424882,-90.06266701146087,POINT (-90.06266701146087 29.95731053424882)
3719 NEWBURY DR,ALLURE MAGNOLIA,(225) 287-8368,2025-06-14,Special Events-Other (Vendor),106002158,BATON ROUGE,"ALLURE MAGNOLIA, LLC",LA,,NEWBURY,3719,DR,,70814-7612,0.0,0.0,0,0,POINT (0 0)
1024 CENTRAL AVE,KINGFISH POOLS,(504) 250-2099,2025-04-02,Special Events-Other (Vendor),106016517,METAIRIE,KINGFISH POOLS,LA,,CENTRAL,1024,AVE,,70001-5748,0.0,0.0,0,0,POINT (0 0)
1552 SAINT LOUIS ST,PAUL PIAZZA & SON INC,504-524-6011,1969-02-01,Fish & Seafood Wholesalers,100857111,NEW ORLEANS,"PIAZZA SR, VINCENT",LA,,SAINT LOUIS,1552,ST,,70112-3254,3679691.82,533586.7,29.961233184641234,-90.073708162673,POINT (-90.073708162673 29.961233184641234)
1321 MAGAZINE ST,SOLIMAN A. JACOB,504-920-6405,2019-01-01,Taxi Service,105043723,NEW ORLEANS,SARA CAB SERVICE LLC,LA,,MAGAZINE,1321,ST,,70130-4221,3680452.57,525084.72,29.93783257870631,-90.07160148220873,POINT (-90.07160148220873 29.93783257870631)
